TransactionID,TransactionCode,TransactionTypeID,SourceAccountID,DestinationAccountID,EmployeeID,Channel,Amount,Fee,TransactionDate,Description,Status
11910,TX00011910,3,48,603,36,Counter,18100000,0,2024-11-21 01:11:00,Rút tiền ATM,Success
10487,TX00010487,3,779,437,,InternetBanking,2400000,1200,2024-11-21 01:47:39,Giao dịch thường,Success
9583,TX00009583,1,,762,,ATM,6100000,0,2024-11-21 01:56:05,Rút tiền ATM,Success
6035,TX00006035,4,34,,,InternetBanking,600000,5000,2024-11-21 05:49:20,Giao dịch thường,Success
4589,TX00004589,3,670,431,3,Counter,2700000,1350,2024-11-21 06:55:32,Chuyển khoản nội bộ,Success
4858,TX00004858,4,657,,,InternetBanking,3700000,10000,2024-11-21 11:28:08,Giao dịch thường,Success
6554,TX00006554,1,,446,,InternetBanking,8200000,0,2024-11-21 11:31:45,Thanh toán điện/nước/internet,Success
11694,TX00011694,1,,673,31,Counter,6400000,0,2024-11-21 13:13:13,Rút tiền ATM,Success
97,TX00000097,2,386,,36,Counter,14400000,0,2024-11-21 14:26:37,Nộp tiền mặt,Success
5541,TX00005541,3,548,594,32,Counter,3200000,0,2024-11-21 15:45:35,Chuyển khoản nội bộ,Success
6861,TX00006861,3,547,300,28,Counter,14400000,7200,2024-11-21 16:03:23,Rút tiền ATM,Success
6136,TX00006136,3,197,188,15,Counter,100000,50,2024-11-21 17:48:41,Thanh toán điện/nước/internet,Success
5039,TX00005039,1,,240,21,Counter,12200000,0,2024-11-21 18:56:49,Rút tiền ATM,Success
10303,TX00010303,3,179,532,22,Counter,3800000,1900,2024-11-21 19:21:16,Chuyển khoản nội bộ,Success
5041,TX00005041,1,,808,5,Counter,800000,0,2024-11-21 20:57:22,Rút tiền ATM,Success
6693,TX00006693,1,,787,29,Counter,13300000,0,2024-11-21 21:44:09,Nộp tiền mặt,Success
10128,TX00010128,1,,512,6,Counter,4100000,0,2024-11-21 21:53:42,Thanh toán điện/nước/internet,Success
5066,TX00005066,2,397,,34,Counter,17200000,17200,2024-11-22 05:10:55,Thanh toán điện/nước/internet,Success
9093,TX00009093,4,308,,37,Counter,2100000,3000,2024-11-22 06:49:45,Rút tiền ATM,Success
5931,TX00005931,3,197,134,33,Counter,20100000,10050,2024-11-22 06:57:25,Giao dịch thường,Success
11308,TX00011308,3,768,606,15,Counter,5700000,0,2024-11-22 07:53:45,Nộp tiền mặt,Success
5426,TX00005426,3,819,610,10,Counter,2500000,1250,2024-11-22 09:06:29,Chuyển khoản nội bộ,Success
2821,TX00002821,3,144,72,7,Counter,3200000,1600,2024-11-22 09:29:18,Rút tiền ATM,Success
8719,TX00008719,4,208,,,InternetBanking,1100000,10000,2024-11-22 10:05:50,Nộp tiền mặt,Success
1278,TX00001278,2,258,,33,Counter,5700000,0,2024-11-22 12:29:32,Chuyển khoản nội bộ,Success
165,TX00000165,3,395,356,,InternetBanking,26100000,13050,2024-11-22 17:40:24,Thanh toán điện/nước/internet,Success
8335,TX00008335,3,572,417,26,Counter,5400000,2700,2024-11-22 17:41:55,Giao dịch thường,Success
6024,TX00006024,3,709,842,,InternetBanking,100000,0,2024-11-22 21:24:15,Thanh toán điện/nước/internet,Success
2019,TX00002019,2,28,,27,Counter,300000,300,2024-11-22 22:59:26,Nộp tiền mặt,Success
4230,TX00004230,1,,128,29,Counter,8900000,0,2024-11-23 01:47:47,Thanh toán điện/nước/internet,Success
2225,TX00002225,3,296,806,49,Counter,5100000,2550,2024-11-23 02:23:10,Chuyển khoản nội bộ,Failed
7380,TX00007380,3,223,112,8,Counter,100000,50,2024-11-23 02:38:25,Giao dịch thường,Success
8164,TX00008164,3,765,309,4,Counter,32000000,0,2024-11-23 05:11:16,Nộp tiền mặt,Success
1619,TX00001619,1,,114,5,Counter,14800000,0,2024-11-23 07:37:41,Giao dịch thường,Failed
6549,TX00006549,3,663,86,36,Counter,800000,400,2024-11-23 08:29:33,Thanh toán điện/nước/internet,Success
7491,TX00007491,3,637,247,46,Counter,2400000,1200,2024-11-23 08:42:37,Thanh toán điện/nước/internet,Success
12203,TX00012203,5,125,,7,Counter,6023115,5000,2024-11-23 10:00:00,Thanh toán khoản vay 53,Success
5548,TX00005548,3,757,746,45,Counter,1900000,950,2024-11-23 11:21:15,Rút tiền ATM,Success
9199,TX00009199,3,50,340,37,Counter,3800000,0,2024-11-23 11:33:13,Thanh toán điện/nước/internet,Success
2750,TX00002750,3,124,715,34,Counter,600000,300,2024-11-23 14:33:26,Nộp tiền mặt,Success
1992,TX00001992,1,,71,4,Counter,7300000,0,2024-11-23 16:10:56,Nộp tiền mặt,Success
11873,TX00011873,3,35,837,43,Counter,7600000,3800,2024-11-23 17:28:14,Rút tiền ATM,Success
3673,TX00003673,3,208,48,22,Counter,500000,0,2024-11-23 18:55:15,Thanh toán điện/nước/internet,Success
1149,TX00001149,2,317,,,InternetBanking,4700000,0,2024-11-23 20:45:20,Nộp tiền mặt,Success
10493,TX00010493,1,,473,47,Counter,600000,0,2024-11-23 21:42:07,Nộp tiền mặt,Success
11689,TX00011689,1,,485,5,Counter,2700000,0,2024-11-23 22:24:11,Rút tiền ATM,Failed
9555,TX00009555,3,654,837,21,Counter,4000000,0,2024-11-23 22:50:59,Rút tiền ATM,Success
10505,TX00010505,2,489,,39,Counter,3800000,3800,2024-11-24 00:20:19,Chuyển khoản nội bộ,Failed
8439,TX00008439,3,170,352,45,Counter,4200000,0,2024-11-24 01:36:19,Nộp tiền mặt,Success
1133,TX00001133,1,,29,20,Counter,10700000,0,2024-11-24 02:23:06,Thanh toán điện/nước/internet,Success
2849,TX00002849,2,256,,,InternetBanking,14600000,0,2024-11-24 04:45:43,Chuyển khoản nội bộ,Success
11301,TX00011301,1,,431,,InternetBanking,100000,0,2024-11-24 04:51:06,Chuyển khoản nội bộ,Success
12440,TX00012440,5,127,,30,Counter,28460233,2000,2024-11-24 10:00:00,Thanh toán khoản vay 126,Success
10163,TX00010163,2,446,,33,Counter,7300000,0,2024-11-24 12:15:42,Nộp tiền mặt,Success
1297,TX00001297,3,477,559,22,Counter,100000,0,2024-11-24 18:47:03,Chuyển khoản nội bộ,Success
10060,TX00010060,1,,123,35,Counter,14300000,0,2024-11-24 18:59:41,Giao dịch thường,Success
3758,TX00003758,3,346,290,,InternetBanking,19100000,9550,2024-11-24 19:25:48,Nộp tiền mặt,Success
266,TX00000266,3,324,682,24,Counter,8200000,4100,2024-11-24 20:06:39,Giao dịch thường,Success
4326,TX00004326,1,,838,49,Counter,13200000,0,2024-11-24 21:47:40,Giao dịch thường,Success
8521,TX00008521,2,100,,6,Counter,100000,100,2024-11-25 00:53:13,Giao dịch thường,Success
10453,TX00010453,4,557,,24,Counter,1700000,5000,2024-11-25 01:18:31,Rút tiền ATM,Success
11102,TX00011102,2,293,,19,Counter,19500000,19500,2024-11-25 01:21:34,Thanh toán điện/nước/internet,Success
2852,TX00002852,3,3,28,25,Counter,21900000,10950,2024-11-25 04:37:28,Giao dịch thường,Success
6792,TX00006792,1,,95,19,Counter,11900000,0,2024-11-25 05:02:09,Nộp tiền mặt,Success
4276,TX00004276,3,178,238,25,Counter,4300000,2150,2024-11-25 06:52:03,Chuyển khoản nội bộ,Success
2780,TX00002780,4,117,,26,Counter,3300000,3000,2024-11-25 07:33:43,Chuyển khoản nội bộ,Success
11120,TX00011120,3,581,228,42,Counter,25300000,12650,2024-11-25 08:03:23,Rút tiền ATM,Success
12161,TX00012161,5,180,,18,Counter,4577932,0,2024-11-25 10:00:00,Thanh toán khoản vay 38,Success
12380,TX00012380,5,63,,11,Counter,38485659,0,2024-11-25 10:00:00,Thanh toán khoản vay 107,Success
2970,TX00002970,4,599,,,InternetBanking,800000,0,2024-11-25 11:46:55,Thanh toán điện/nước/internet,Failed
4640,TX00004640,3,297,421,,InternetBanking,31700000,0,2024-11-25 14:43:18,Thanh toán điện/nước/internet,Success
8792,TX00008792,1,,218,41,Counter,4300000,0,2024-11-25 18:28:45,Giao dịch thường,Success
1443,TX00001443,3,595,832,11,Counter,800000,0,2024-11-25 23:21:48,Giao dịch thường,Success
2977,TX00002977,2,261,,46,Counter,14000000,14000,2024-11-25 23:55:58,Giao dịch thường,Success
8754,TX00008754,3,31,832,28,Counter,27500000,13750,2024-11-26 01:45:15,Chuyển khoản nội bộ,Success
7389,TX00007389,2,236,,19,Counter,15200000,0,2024-11-26 02:47:37,Rút tiền ATM,Success
4966,TX00004966,1,,514,46,Counter,8400000,0,2024-11-26 04:53:21,Nộp tiền mặt,Success
11258,TX00011258,4,815,,22,Counter,2400000,3000,2024-11-26 06:12:53,Nộp tiền mặt,Success
1728,TX00001728,4,358,,42,Counter,2900000,3000,2024-11-26 07:14:21,Giao dịch thường,Success
8311,TX00008311,1,,727,,InternetBanking,1900000,0,2024-11-26 08:55:18,Chuyển khoản nội bộ,Success
8184,TX00008184,3,12,150,23,Counter,2500000,1250,2024-11-26 10:55:06,Nộp tiền mặt,Success
10767,TX00010767,3,798,478,,InternetBanking,5300000,2650,2024-11-26 12:53:57,Chuyển khoản nội bộ,Success
5174,TX00005174,3,193,94,,InternetBanking,4100000,2050,2024-11-26 14:14:10,Giao dịch thường,Success
9335,TX00009335,1,,384,10,Counter,10200000,0,2024-11-26 15:39:12,Nộp tiền mặt,Success
440,TX00000440,3,435,695,,InternetBanking,15600000,7800,2024-11-26 15:53:56,Giao dịch thường,Success
8745,TX00008745,3,719,555,46,Counter,100000,50,2024-11-26 16:16:57,Rút tiền ATM,Success
7001,TX00007001,3,816,404,36,Counter,25900000,12950,2024-11-26 21:52:06,Giao dịch thường,Success
9450,TX00009450,3,717,84,,ATM,25300000,12650,2024-11-27 01:23:27,Rút tiền ATM,Success
11603,TX00011603,3,657,501,16,Counter,6600000,0,2024-11-27 01:38:53,Rút tiền ATM,Success
3178,TX00003178,2,402,,,ATM,3800000,0,2024-11-27 02:34:16,Rút tiền ATM,Success
8804,TX00008804,3,194,304,,InternetBanking,100000,50,2024-11-27 06:22:19,Thanh toán điện/nước/internet,Success
3336,TX00003336,1,,323,,ATM,6700000,0,2024-11-27 07:27:58,Rút tiền ATM,Failed
5621,TX00005621,1,,682,35,Counter,5600000,0,2024-11-27 08:40:04,Chuyển khoản nội bộ,Success
11471,TX00011471,1,,1,20,Counter,5800000,0,2024-11-27 08:48:41,Chuyển khoản nội bộ,Pending
4101,TX00004101,2,455,,,InternetBanking,20000000,20000,2024-11-27 13:40:43,Giao dịch thường,Success
2961,TX00002961,1,,684,23,Counter,6900000,0,2024-11-27 15:12:59,Thanh toán điện/nước/internet,Success
8324,TX00008324,2,424,,13,Counter,5300000,0,2024-11-27 15:22:16,Thanh toán điện/nước/internet,Success
74,TX00000074,4,74,,39,Counter,3900000,10000,2024-11-27 17:06:27,Nộp tiền mặt,Success
879,TX00000879,2,299,,,InternetBanking,700000,0,2024-11-27 17:36:44,Nộp tiền mặt,Success
9969,TX00009969,1,,569,9,Counter,5600000,0,2024-11-28 00:42:36,Chuyển khoản nội bộ,Success
11597,TX00011597,4,338,,16,Counter,2700000,3000,2024-11-28 09:18:29,Thanh toán điện/nước/internet,Success
12354,TX00012354,5,793,,44,Counter,50563888,0,2024-11-28 10:00:00,Thanh toán khoản vay 99,Success
1652,TX00001652,2,206,,38,Counter,1700000,0,2024-11-28 10:45:26,Thanh toán điện/nước/internet,Success
7916,TX00007916,4,613,,16,Counter,4000000,10000,2024-11-28 12:58:55,Thanh toán điện/nước/internet,Success
6074,TX00006074,3,433,75,40,Counter,20500000,0,2024-11-28 14:25:26,Thanh toán điện/nước/internet,Success
2418,TX00002418,3,474,545,29,Counter,2400000,1200,2024-11-28 17:10:40,Rút tiền ATM,Success
1104,TX00001104,3,554,369,29,Counter,9700000,0,2024-11-28 17:33:59,Rút tiền ATM,Success
6436,TX00006436,3,754,643,21,Counter,100000,50,2024-11-28 19:46:24,Thanh toán điện/nước/internet,Success
7,TX00000007,3,537,42,43,Counter,10200000,5100,2024-11-28 22:29:50,Chuyển khoản nội bộ,Success
11327,TX00011327,3,682,30,,InternetBanking,100000,50,2024-11-29 00:21:29,Nộp tiền mặt,Success
1041,TX00001041,1,,447,18,Counter,14200000,0,2024-11-29 02:17:56,Thanh toán điện/nước/internet,Success
7949,TX00007949,4,690,,38,Counter,2900000,0,2024-11-29 02:21:12,Rút tiền ATM,Failed
4882,TX00004882,2,215,,18,Counter,1700000,0,2024-11-29 07:39:19,Thanh toán điện/nước/internet,Success
9387,TX00009387,1,,501,28,Counter,4100000,0,2024-11-29 07:46:29,Nộp tiền mặt,Success
11297,TX00011297,1,,242,44,Counter,5600000,0,2024-11-29 08:07:03,Thanh toán điện/nước/internet,Success
5221,TX00005221,3,363,817,,ATM,200000,100,2024-11-29 08:38:08,Rút tiền ATM,Success
12344,TX00012344,5,710,,17,Counter,5093397,2000,2024-11-29 10:00:00,Thanh toán khoản vay 97,Success
2223,TX00002223,3,521,518,14,Counter,12400000,0,2024-11-29 10:56:15,Rút tiền ATM,Success
8121,TX00008121,2,392,,11,Counter,1700000,0,2024-11-29 11:10:25,Chuyển khoản nội bộ,Success
9579,TX00009579,4,838,,45,Counter,4400000,0,2024-11-29 12:23:47,Thanh toán điện/nước/internet,Success
6135,TX00006135,3,127,797,37,Counter,14500000,7250,2024-11-29 15:44:09,Thanh toán điện/nước/internet,Success
6728,TX00006728,3,597,579,27,Counter,9600000,4800,2024-11-29 15:49:51,Giao dịch thường,Success
3157,TX00003157,2,640,,20,Counter,18800000,18800,2024-11-29 16:44:52,Rút tiền ATM,Success
7908,TX00007908,3,417,313,15,Counter,16400000,8200,2024-11-29 17:31:32,Thanh toán điện/nước/internet,Success
7063,TX00007063,1,,244,26,Counter,14300000,0,2024-11-29 20:06:28,Giao dịch thường,Success
2308,TX00002308,3,155,833,41,Counter,2500000,1250,2024-11-29 23:00:33,Rút tiền ATM,Failed
10430,TX00010430,3,389,652,29,Counter,43000000,21500,2024-11-29 23:01:32,Rút tiền ATM,Success
3936,TX00003936,4,207,,14,Counter,2000000,0,2024-11-30 01:06:17,Rút tiền ATM,Success
5105,TX00005105,2,522,,36,Counter,100000,100,2024-11-30 05:57:18,Nộp tiền mặt,Success
10097,TX00010097,3,113,471,,InternetBanking,9800000,4900,2024-11-30 06:51:18,Chuyển khoản nội bộ,Success
5137,TX00005137,1,,559,,InternetBanking,11300000,0,2024-11-30 06:51:34,Nộp tiền mặt,Success
11874,TX00011874,3,809,440,,ATM,5200000,2600,2024-11-30 08:17:48,Rút tiền ATM,Success
12061,TX00012061,5,809,,10,Counter,6872089,0,2024-11-30 10:00:00,Thanh toán khoản vay 19,Success
12175,TX00012175,5,273,,6,Counter,28778271,2000,2024-11-30 10:00:00,Thanh toán khoản vay 45,Success
5699,TX00005699,2,70,,32,Counter,4700000,4700,2024-11-30 10:44:25,Chuyển khoản nội bộ,Success
9948,TX00009948,1,,32,3,Counter,3800000,0,2024-11-30 12:40:16,Thanh toán điện/nước/internet,Success
7032,TX00007032,4,350,,22,Counter,1000000,5000,2024-11-30 17:17:32,Chuyển khoản nội bộ,Success
7067,TX00007067,1,,49,25,Counter,13000000,0,2024-11-30 17:34:57,Chuyển khoản nội bộ,Success
1587,TX00001587,1,,854,,ATM,4500000,0,2024-11-30 18:08:44,Rút tiền ATM,Failed
87,TX00000087,3,639,218,,InternetBanking,5100000,0,2024-11-30 18:11:18,Nộp tiền mặt,Success
1713,TX00001713,2,689,,42,Counter,6700000,0,2024-11-30 20:11:06,Giao dịch thường,Success
5238,TX00005238,3,465,636,45,Counter,200000,100,2024-11-30 22:38:14,Thanh toán điện/nước/internet,Success
8569,TX00008569,1,,723,45,Counter,8700000,0,2024-11-30 23:06:03,Giao dịch thường,Success
11149,TX00011149,1,,765,23,Counter,7700000,0,2024-11-30 23:57:34,Nộp tiền mặt,Success
1414,TX00001414,1,,650,1,Counter,12700000,0,2024-12-01 02:10:57,Nộp tiền mặt,Success
5048,TX00005048,1,,114,35,Counter,100000,0,2024-12-01 02:49:30,Nộp tiền mặt,Success
3875,TX00003875,1,,97,17,Counter,10900000,0,2024-12-01 02:56:37,Rút tiền ATM,Success
3303,TX00003303,1,,513,16,Counter,12300000,0,2024-12-01 05:46:58,Chuyển khoản nội bộ,Success
9309,TX00009309,3,632,483,6,Counter,1400000,700,2024-12-01 07:46:52,Thanh toán điện/nước/internet,Failed
5591,TX00005591,3,361,548,43,Counter,26800000,13400,2024-12-01 09:03:29,Nộp tiền mặt,Success
792,TX00000792,1,,618,,InternetBanking,6400000,0,2024-12-01 11:00:50,Giao dịch thường,Success
11505,TX00011505,3,276,713,20,Counter,34300000,17150,2024-12-01 14:43:51,Giao dịch thường,Success
9392,TX00009392,3,431,820,27,Counter,100000,0,2024-12-01 15:43:27,Rút tiền ATM,Success
1877,TX00001877,3,111,564,3,Counter,2800000,1400,2024-12-01 15:49:02,Giao dịch thường,Success
1390,TX00001390,4,411,,1,Counter,2900000,3000,2024-12-01 16:04:40,Giao dịch thường,Success
7120,TX00007120,1,,547,44,Counter,4100000,0,2024-12-01 17:24:59,Nộp tiền mặt,Success
9478,TX00009478,2,854,,4,Counter,7300000,7300,2024-12-02 01:11:54,Chuyển khoản nội bộ,Pending
11687,TX00011687,3,821,776,35,Counter,22700000,11350,2024-12-02 02:22:56,Chuyển khoản nội bộ,Success
5203,TX00005203,4,435,,18,Counter,1700000,10000,2024-12-02 09:56:04,Thanh toán điện/nước/internet,Success
8622,TX00008622,1,,603,7,Counter,5600000,0,2024-12-02 10:57:15,Thanh toán điện/nước/internet,Success
1954,TX00001954,3,790,445,12,Counter,1000000,500,2024-12-02 14:45:08,Nộp tiền mặt,Success
11755,TX00011755,2,349,,10,Counter,6200000,6200,2024-12-02 14:49:19,Nộp tiền mặt,Success
259,TX00000259,3,41,343,28,Counter,4200000,2100,2024-12-02 17:00:32,Rút tiền ATM,Success
9476,TX00009476,1,,486,,InternetBanking,7600000,0,2024-12-02 17:11:23,Nộp tiền mặt,Success
1196,TX00001196,2,610,,19,Counter,3800000,0,2024-12-02 20:29:04,Rút tiền ATM,Success
538,TX00000538,2,721,,23,Counter,300000,300,2024-12-02 20:47:15,Chuyển khoản nội bộ,Success
9603,TX00009603,2,492,,7,Counter,100000,0,2024-12-02 21:45:13,Giao dịch thường,Success
6562,TX00006562,4,548,,41,Counter,4100000,10000,2024-12-02 23:43:16,Thanh toán điện/nước/internet,Success
7873,TX00007873,2,578,,19,Counter,300000,300,2024-12-03 02:19:07,Thanh toán điện/nước/internet,Success
8460,TX00008460,1,,207,46,Counter,10400000,0,2024-12-03 02:45:52,Thanh toán điện/nước/internet,Failed
9330,TX00009330,1,,316,,InternetBanking,4300000,0,2024-12-03 02:55:30,Chuyển khoản nội bộ,Success
675,TX00000675,3,793,170,10,Counter,12100000,6050,2024-12-03 05:37:34,Nộp tiền mặt,Success
585,TX00000585,1,,207,25,Counter,9400000,0,2024-12-03 07:54:44,Nộp tiền mặt,Success
2672,TX00002672,2,10,,38,Counter,100000,100,2024-12-03 10:16:29,Rút tiền ATM,Success
2563,TX00002563,4,709,,,InternetBanking,3400000,0,2024-12-03 14:27:21,Giao dịch thường,Success
8781,TX00008781,2,406,,38,Counter,2000000,2000,2024-12-03 19:07:20,Thanh toán điện/nước/internet,Success
11591,TX00011591,3,763,321,,InternetBanking,200000,100,2024-12-03 21:53:51,Thanh toán điện/nước/internet,Success
4801,TX00004801,1,,214,3,Counter,14100000,0,2024-12-03 23:16:13,Nộp tiền mặt,Success
6551,TX00006551,1,,789,37,Counter,10500000,0,2024-12-04 01:07:20,Chuyển khoản nội bộ,Success
11133,TX00011133,3,445,373,,ATM,1400000,0,2024-12-04 02:11:08,Rút tiền ATM,Success
9221,TX00009221,3,454,95,,InternetBanking,100000,50,2024-12-04 03:09:14,Chuyển khoản nội bộ,Success
3272,TX00003272,3,788,528,7,Counter,4100000,2050,2024-12-04 05:28:06,Giao dịch thường,Success
2968,TX00002968,3,65,661,38,Counter,4400000,2200,2024-12-04 05:56:31,Thanh toán điện/nước/internet,Success
2566,TX00002566,2,485,,42,Counter,5400000,0,2024-12-04 06:05:48,Rút tiền ATM,Success
12280,TX00012280,5,468,,22,Counter,16782859,2000,2024-12-04 10:00:00,Thanh toán khoản vay 78,Success
12264,TX00012264,5,534,,15,Counter,24775869,0,2024-12-04 10:00:00,Thanh toán khoản vay 75,Success
11463,TX00011463,1,,300,15,Counter,2500000,0,2024-12-04 11:17:54,Rút tiền ATM,Success
3471,TX00003471,2,77,,2,Counter,5600000,0,2024-12-04 11:57:10,Chuyển khoản nội bộ,Success
4875,TX00004875,3,120,805,30,Counter,11700000,0,2024-12-04 12:53:58,Chuyển khoản nội bộ,Success
9089,TX00009089,3,321,433,9,Counter,4300000,0,2024-12-04 13:27:24,Rút tiền ATM,Success
7962,TX00007962,1,,754,19,Counter,13900000,0,2024-12-04 15:57:03,Nộp tiền mặt,Success
7250,TX00007250,3,633,414,11,Counter,17800000,0,2024-12-04 16:13:19,Giao dịch thường,Success
915,TX00000915,3,163,373,,InternetBanking,2500000,1250,2024-12-04 16:31:03,Thanh toán điện/nước/internet,Success
504,TX00000504,3,41,15,,ATM,1200000,600,2024-12-04 17:23:38,Rút tiền ATM,Success
7242,TX00007242,3,81,815,,InternetBanking,2600000,1300,2024-12-04 18:23:46,Chuyển khoản nội bộ,Success
3179,TX00003179,2,779,,20,Counter,12000000,12000,2024-12-04 19:04:23,Rút tiền ATM,Success
3277,TX00003277,3,267,598,,ATM,5100000,0,2024-12-04 19:31:45,Rút tiền ATM,Success
4660,TX00004660,2,807,,33,Counter,13000000,13000,2024-12-04 20:48:00,Thanh toán điện/nước/internet,Success
2288,TX00002288,3,654,43,23,Counter,4100000,2050,2024-12-04 22:14:40,Giao dịch thường,Success
5153,TX00005153,1,,726,10,Counter,2200000,0,2024-12-05 02:19:26,Chuyển khoản nội bộ,Success
4782,TX00004782,3,732,681,9,Counter,15600000,7800,2024-12-05 03:38:42,Rút tiền ATM,Success
10227,TX00010227,4,256,,45,Counter,3400000,5000,2024-12-05 04:25:21,Thanh toán điện/nước/internet,Success
5133,TX00005133,3,249,103,,InternetBanking,12700000,6350,2024-12-05 06:53:18,Giao dịch thường,Success
10075,TX00010075,3,605,583,,ATM,9900000,4950,2024-12-05 07:03:21,Rút tiền ATM,Success
4840,TX00004840,3,79,243,2,Counter,100000,50,2024-12-05 07:49:49,Rút tiền ATM,Success
3233,TX00003233,2,244,,26,Counter,300000,300,2024-12-05 09:46:30,Thanh toán điện/nước/internet,Success
1883,TX00001883,3,593,352,,InternetBanking,12900000,0,2024-12-05 11:29:30,Nộp tiền mặt,Success
3245,TX00003245,3,691,493,47,Counter,800000,400,2024-12-05 16:14:57,Nộp tiền mặt,Success
5927,TX00005927,3,423,759,3,Counter,26700000,0,2024-12-05 17:30:03,Rút tiền ATM,Success
6099,TX00006099,3,167,110,7,Counter,8500000,4250,2024-12-05 20:01:41,Thanh toán điện/nước/internet,Success
9166,TX00009166,3,175,732,,InternetBanking,10400000,5200,2024-12-05 20:51:07,Chuyển khoản nội bộ,Success
451,TX00000451,1,,614,,InternetBanking,15000000,0,2024-12-05 21:33:29,Thanh toán điện/nước/internet,Success
4289,TX00004289,3,526,577,,InternetBanking,17500000,8750,2024-12-06 00:37:01,Chuyển khoản nội bộ,Failed
4125,TX00004125,2,494,,,InternetBanking,1400000,0,2024-12-06 01:05:22,Chuyển khoản nội bộ,Success
9950,TX00009950,1,,455,28,Counter,3200000,0,2024-12-06 02:34:16,Thanh toán điện/nước/internet,Success
1842,TX00001842,3,203,791,42,Counter,19600000,9800,2024-12-06 04:14:10,Chuyển khoản nội bộ,Success
5840,TX00005840,3,850,304,2,Counter,1500000,750,2024-12-06 04:21:49,Giao dịch thường,Success
3848,TX00003848,3,506,563,13,Counter,1500000,750,2024-12-06 06:09:13,Giao dịch thường,Success
4412,TX00004412,1,,129,,InternetBanking,4100000,0,2024-12-06 06:10:23,Nộp tiền mặt,Success
4242,TX00004242,3,332,570,37,Counter,6400000,3200,2024-12-06 08:31:23,Giao dịch thường,Success
11914,TX00011914,2,52,,30,Counter,19000000,0,2024-12-06 08:47:21,Chuyển khoản nội bộ,Success
12128,TX00012128,5,265,,24,Counter,59168177,0,2024-12-06 10:00:00,Thanh toán khoản vay 31,Success
3839,TX00003839,2,350,,14,Counter,16300000,16300,2024-12-06 10:18:00,Thanh toán điện/nước/internet,Success
11372,TX00011372,3,287,238,,InternetBanking,5600000,2800,2024-12-06 13:01:51,Thanh toán điện/nước/internet,Pending
2742,TX00002742,4,83,,,InternetBanking,5000000,0,2024-12-06 13:46:25,Chuyển khoản nội bộ,Success
9739,TX00009739,2,860,,,InternetBanking,2300000,0,2024-12-06 17:46:56,Thanh toán điện/nước/internet,Success
11394,TX00011394,2,329,,,InternetBanking,100000,0,2024-12-06 19:42:19,Chuyển khoản nội bộ,Success
2422,TX00002422,4,646,,12,Counter,3500000,10000,2024-12-06 20:20:31,Giao dịch thường,Success
4928,TX00004928,2,15,,44,Counter,900000,0,2024-12-06 23:16:48,Rút tiền ATM,Success
10426,TX00010426,3,777,411,,ATM,26200000,13100,2024-12-07 04:42:14,Rút tiền ATM,Success
7685,TX00007685,1,,614,44,Counter,3500000,0,2024-12-07 07:35:29,Nộp tiền mặt,Success
7384,TX00007384,2,748,,49,Counter,3100000,3100,2024-12-07 07:40:32,Giao dịch thường,Success
5939,TX00005939,3,360,817,13,Counter,1500000,750,2024-12-07 09:39:34,Thanh toán điện/nước/internet,Success
7091,TX00007091,2,130,,26,Counter,200000,0,2024-12-07 09:59:03,Rút tiền ATM,Success
12472,TX00012472,5,517,,23,Counter,14093803,0,2024-12-07 10:00:00,Thanh toán khoản vay 133,Success
8774,TX00008774,3,7,370,19,Counter,300000,0,2024-12-07 10:09:06,Giao dịch thường,Success
701,TX00000701,3,475,174,19,Counter,200000,100,2024-12-07 12:12:41,Nộp tiền mặt,Success
72,TX00000072,4,4,,3,Counter,4100000,0,2024-12-07 13:15:47,Giao dịch thường,Success
5832,TX00005832,2,338,,8,Counter,100000,0,2024-12-07 20:14:13,Thanh toán điện/nước/internet,Success
8037,TX00008037,3,508,18,,InternetBanking,36100000,18050,2024-12-07 21:24:30,Giao dịch thường,Success
10479,TX00010479,3,74,395,,InternetBanking,200000,0,2024-12-07 22:31:01,Thanh toán điện/nước/internet,Success
10211,TX00010211,1,,557,15,Counter,7800000,0,2024-12-08 03:56:14,Thanh toán điện/nước/internet,Success
7922,TX00007922,1,,91,35,Counter,2200000,0,2024-12-08 04:02:38,Chuyển khoản nội bộ,Success
244,TX00000244,1,,466,29,Counter,100000,0,2024-12-08 04:37:50,Thanh toán điện/nước/internet,Success
7406,TX00007406,1,,286,,InternetBanking,13300000,0,2024-12-08 06:34:14,Chuyển khoản nội bộ,Success
2170,TX00002170,3,541,751,43,Counter,100000,50,2024-12-08 08:03:56,Giao dịch thường,Success
12459,TX00012459,5,86,,12,Counter,7090718,2000,2024-12-08 10:00:00,Thanh toán khoản vay 128,Success
40,TX00000040,2,727,,,InternetBanking,2000000,0,2024-12-08 10:32:45,Nộp tiền mặt,Success
10324,TX00010324,3,480,384,23,Counter,200000,0,2024-12-08 12:49:04,Thanh toán điện/nước/internet,Success
1796,TX00001796,3,613,753,13,Counter,11700000,0,2024-12-08 13:26:06,Giao dịch thường,Success
4691,TX00004691,3,88,366,46,Counter,8800000,4400,2024-12-08 16:04:08,Giao dịch thường,Success
8688,TX00008688,2,415,,44,Counter,700000,700,2024-12-08 16:48:43,Chuyển khoản nội bộ,Success
9836,TX00009836,3,657,120,,InternetBanking,14700000,7350,2024-12-08 19:00:08,Nộp tiền mặt,Success
